Scan_Id;alpha_means_base;alpha_means;beta_means_base;beta_means;alpha_stds;beta_stds;ssims;pccs
CF_PACS04rescan_06P0428;0.5646727712530839;0.5628394220108376;0.4627863374867834;0.4840730939592634;0.023711000170026506;0.01822507291808164;0.9053102077398085;0.7701282931449718
CF_PACS04rescan_06P0429;0.5524217926785189;0.5520751330927759;0.4688789384128112;0.48647793095103903;0.025488977034029785;0.017392817910244315;0.9065469316678102;0.84247612294158
CF_PACS04rescan_06P0447;0.5493694960861056;0.5569927990459883;0.46564785653131113;0.4802541355797456;0.025129927245138208;0.02163885963872921;0.914259112035225;0.8528938356164384
CF_PACS04rescan_06P0450;0.5708255130473971;0.5741672683592376;0.4546816004358292;0.4757543799326196;0.024251124073072842;0.02175600747595863;0.8893860915241383;0.8067935671220982
CF_PACS04rescan_06P0451;0.5616459265306998;0.5645227997084381;0.45164508239480905;0.4673040264835353;0.02400941846574059;0.026897966902615304;0.9241990534958838;0.8921920109907386
CF_PACS04rescan_06P0453;0.5657166958452658;0.5609877585056082;0.45548582717133523;0.4781694204552234;0.024501117983735495;0.02241516386393637;0.9040675479908716;0.8184715914175765
CF_PACS04rescan_06P0454;0.5587072423986487;0.5639777406134828;0.46325206709728195;0.48587445533246315;0.023879258814256375;0.017244829182542807;0.8940520265471438;0.787777432528409
CF_PACS04rescan_06P0456;0.5670165796978551;0.5711897095535554;0.4494390144327646;0.4670012219712744;0.022645569394272373;0.02552644544106411;0.8869666076146338;0.8285807466583825
CF_PACS04rescan_06P0458;0.5529577887622877;0.566526309962658;0.46287257860374376;0.47838157050898444;0.021579942590018792;0.021920147548457846;0.9108571608100344;0.8305157267330525
CF_PACS04rescan_06P0464;0.5576766984549238;0.5596224229302458;0.458319899911163;0.47674793490851264;0.025286545535543378;0.02483272657338989;0.9122897484097692;0.8685330150826528
CF_PACS04rescan_06P0466;0.5622499710111317;0.5659107215329313;0.4582986976750928;0.48342624869550094;0.02296339753386262;0.022247065330038264;0.9054813420396568;0.8005940000289888
CF_PACS04rescan_06P0469;0.5632372456622551;0.571779826880992;0.4487132496613172;0.46822117451281786;0.024455161370948834;0.027302546817195968;0.9211095443413923;0.881993473843268
CF_PACS04rescan_06P0471;0.5474363132078341;0.5610362531004306;0.4588945703709987;0.4706589767701703;0.02309624812255768;0.027690209060606104;0.9361578206898166;0.9086816260003276
CF_PACS04rescan_06P0472;0.5540216273607866;0.5612026321553738;0.4580605955510125;0.47500079859082944;0.025542749422732915;0.026349364188601294;0.9172807449863707;0.8776625018253504
CF_PACS04rescan_06P0475;0.5399679173012536;0.5519006929060517;0.47070169914598226;0.484903991840575;0.020623686186149275;0.019039654561297168;0.9242613879518679;0.8588493023738798
CF_PACS04rescan_06P0478;0.5501617988828643;0.5735123065727119;0.47097557219589486;0.49787436675049423;0.022512363824668022;0.013089938251927004;0.8730375625072683;0.6084088288790848
CF_PACS04rescan_06P0480;0.5340595469263578;0.5529385834050712;0.47875709073945455;0.48603319976228676;0.026363050980567185;0.019363152549792612;0.9081983866313195;0.8480008516835577
CF_PACS04rescan_06P0481;0.5369067399921164;0.5573224736663455;0.4802947891117729;0.48545982612123334;0.026053160124085713;0.019391095830413454;0.9168376620532586;0.8496448241503154
CF_PACS04rescan_06P0482;0.5492411525225536;0.5746049135910142;0.4713427816832948;0.47955238180217313;0.02449195271184228;0.023907974130598114;0.8895717082092703;0.7811705799762243
CF_PACS04rescan_06P0483;0.54793677149561;0.5683801894111414;0.4591644906145928;0.46278741035611565;0.024328958832997464;0.029743542210679687;0.9222456384347563;0.889185375983954
CF_PACS04rescan_06P0485;0.5336486150568182;0.5629310487689394;0.47570262192234847;0.48499926017992423;0.021406081690932766;0.0207777099609375;0.912887606534091;0.8388961884469697
CF_PACS04rescan_06P0487;0.5484902054816357;0.5680143566809429;0.4577975053402908;0.46065749175044635;0.024133205819223187;0.02914763672622242;0.9157108332182027;0.8849856463080259
CF_PACS04rescan_06P0488;0.5418486138437709;0.5647862224233925;0.4675278660441435;0.47454188066445496;0.02321411153252941;0.02668500569388919;0.9037061462606748;0.8494403734354069
CF_PACS04rescan_06P049;0.5679044378221649;0.5730644732603093;0.45146838756443297;0.47616225032216497;0.02670008205138531;0.02251195785679768;0.8829812338917525;0.8129051224226804
CF_PACS04rescan_06P0492;0.548053016520081;0.5604762779226339;0.4660106692189446;0.47746323600949564;0.02404124448783371;0.0245766588640985;0.9150757291990972;0.8649580065963575
CF_PACS04rescan_06P0498;0.5995312946971322;0.5739815060028248;0.43957914996111347;0.4749228136397769;0.02554312777401577;0.023669410022996676;0.9008602242455124;0.8468262801258671
CF_PACS04rescan_06P0500;0.5883277071604504;0.5691201944524731;0.444598216249246;0.4763063081990801;0.026270412998462164;0.025096808556541075;0.903555641776415;0.8503874244432995
CF_PACS04rescan_06P0503;0.5569968020414934;0.5644547010046084;0.4658332007154641;0.48940637720108304;0.023564884950262696;0.01752541202364035;0.8825127789458113;0.7497351611811434
CF_PACS04rescan_06P0504;0.5683136144123255;0.557331893905119;0.45190161435779147;0.47428359117478347;0.025102337242528843;0.02640657316442606;0.918744344622544;0.8795960671899238
CF_PACS04rescan_06P0505;0.584356666184926;0.5650637435746203;0.44252294046075247;0.46580114865867756;0.02189576820271975;0.027423245229912387;0.9166111688331979;0.8815714276646772
CF_PACS04rescan_06P0511;0.5980969972445209;0.564386428070846;0.43339449914588113;0.4738372896060302;0.025630398749333032;0.02459494758940375;0.8900673464776058;0.8466745234653733
CF_PACS04rescan_06P0513;0.6119025665865966;0.5709232351530397;0.43083080635688603;0.4808134208533509;0.02610426753622511;0.022509872956583687;0.8701804504320764;0.8129286771815325
CF_PACS04rescan_06P0519;0.6074504780450383;0.5698989925639694;0.44314634256478114;0.49977009747613327;0.02432652315020112;0.010827789524651639;0.8295254710433173;0.6676713671215417
CF_PACS04rescan_06P052;0.5375847178908282;0.5486190043805664;0.47362919300077444;0.48546927725839467;0.026230946442864205;0.022115442455688687;0.9279915215121425;0.8827957530632848
CF_PACS04rescan_06P0520;0.6156870393336279;0.5676045683376179;0.4395681346903117;0.4841125017573104;0.030433530570506642;0.021353434780875945;0.8692371724708119;0.8609871230987575
CF_PACS04rescan_06P0521;0.6082079338304924;0.5686988076673666;0.4222646519757699;0.46593233090929675;0.025583799962783833;0.02824118894393579;0.8984062988924572;0.879960171947052
CF_PACS04rescan_06P0523;0.6799054749075729;0.5989081972530876;0.38542530260979524;0.44397612416967985;0.022348689250305975;0.03348565622746455;0.8674564177145121;0.8599457657481515
CF_PACS04rescan_06P0531;0.6156060905117063;0.568897088055456;0.4292612782674103;0.47665360617123576;0.029931703690651505;0.024829140203881845;0.8517504866772682;0.8169002180948755
CF_PACS04rescan_06P0532;0.6540235476695361;0.5822730474669557;0.4088218420477985;0.46174202536990655;0.027548149431327874;0.029488715926371232;0.8470950430943761;0.8563359651246001
CF_PACS04rescan_06P0533;0.6151573556437208;0.5705296033422643;0.423360239119607;0.47002018202330653;0.02489517140630904;0.027355274809491147;0.9042250886661858;0.8857180350886232
CF_PACS04rescan_06P0543;0.6095496757075471;0.5658080133402122;0.4266826356132076;0.4717280549823113;0.027044101931014152;0.02771283131725383;0.8993557451356132;0.8724675707547169
CF_PACS04rescan_06P0544;0.6419475603843442;0.5785907840414903;0.40729511011694874;0.46389597474435823;0.027003861370364656;0.029712482231796546;0.8973860080218617;0.8964469102609309
CF_PACS04rescan_06P0546;0.6134274844016638;0.5676258421323948;0.42424245580471415;0.4719094893766887;0.0316089634466768;0.029338196547229408;0.9245949182087244;0.906881599296075
CF_PACS04rescan_06P0549;0.6374648656600561;0.5771532303247696;0.42033709012545073;0.4760296161358173;0.027296228286547538;0.025280935642046806;0.8555867121769831;0.7908020508595002
CF_PACS04rescan_06P0550;0.6517288314903488;0.5929673599013452;0.4153778535595841;0.45711323670861903;0.028067563361570045;0.030147916958999803;0.8654441270588016;0.8835448854849829
CF_PACS04rescan_06P0552;0.625877514946574;0.5874238206163783;0.4162504902688263;0.45930189031758817;0.022011089626883338;0.026664354314851525;0.8559891637338873;0.7893865301510912
CF_PACS04rescan_06P0558;0.6670048448404786;0.5938648201600556;0.39137039217169917;0.45272166897744265;0.02144530328517795;0.032336851314777766;0.8823961986807435;0.8571477948965603
CF_PACS04rescan_06P0559;0.6059171289952306;0.5643868066183798;0.4392493037265091;0.4818318684895833;0.031530025427144136;0.024326895074402645;0.8940897762730163;0.8671676647328208
CF_PACS04rescan_06P056;0.5868257840037182;0.5662614279304935;0.44842747579414544;0.4758007778918071;0.031010686777316884;0.027127023248265828;0.9048230198751289;0.8841886874570152
CF_PACS04rescan_06P0568;0.5967526864882913;0.5742768432303382;0.40995619903799807;0.4392711178502571;0.03988354003827799;0.042898173197376085;0.7661809847716501;0.8043450598238673
CF_PACS04rescan_06P0571;0.6255102724702671;0.5914562490860792;0.43342603917877104;0.4845820919241893;0.02775162287589564;0.021484400783357095;0.8668280879354325;0.7734359767985962
CF_PACS04rescan_06P0575;0.6115630264198295;0.5643625593028053;0.4230282891570407;0.4713595920138889;0.02356375011280425;0.025407209910444168;0.8865897771417767;0.8528994452179594
CF_PACS04rescan_06P0576;0.5999607758385973;0.5581938861926414;0.4475069117340086;0.48043889936379147;0.029143728739398415;0.020711876784656802;0.8875671178437886;0.8807638671449576
CF_PACS04rescan_06P0579;0.6313174219915658;0.5712792272593046;0.43294510980499834;0.47102295245668935;0.0259255679912213;0.02284133971844175;0.8704935169978862;0.7830607366182444
CF_PACS04rescan_06P059;0.5572430622640258;0.5704694897240575;0.4546520923359979;0.4745767384206684;0.03126056800091993;0.0234810826518347;0.8010068543153797;0.6289935881363932
CF_PACS04rescan_06P0601;0.6152133392208398;0.575845286679366;0.4089840547538098;0.46210341590912746;0.02398216969682356;0.033789544439119565;0.9299330220791538;0.9330098972399048
CF_PACS04rescan_06P0605;0.5831602215766907;0.5604368448257446;0.44318005442619324;0.4837498366832733;0.02394980564713478;0.02349943481385708;0.8971448540687561;0.8343232274055481
CF_PACS04rescan_06P0607;0.5759249275463977;0.560697695256898;0.4350803533545932;0.45680777297985325;0.02640875529501533;0.03277561493070288;0.9423759691845506;0.9266212669714223
CF_PACS04rescan_06P0610;0.6019504358127405;0.5734736454951299;0.43338301871016716;0.4860666338327471;0.024291313285148733;0.019712661882614276;0.9066047026252104;0.804387579289923
CF_PACS04rescan_06P0611;0.6286685681216931;0.5718947755080568;0.4200578903337692;0.4812671685230279;0.023585164931142714;0.024033662503358547;0.8763589790201118;0.831261543541817
CF_PACS04rescan_06P0612;0.5503673894194223;0.5474308815712894;0.4631770796215792;0.48615209506247625;0.023001525484532378;0.02313027405457912;0.9361350024349107;0.8958313846624383
CF_PACS04rescan_06P0616;0.5611172072581023;0.5468701976834722;0.45125886553367367;0.4702004825367647;0.029642101529386886;0.02719426074694408;0.9423553706912702;0.9236964957907924
CF_PACS04rescan_06P0619;0.5859162817697157;0.5616290702328661;0.4398157995657859;0.4773027149904439;0.03150701318176007;0.027999137092557587;0.9218063027050362;0.9142876489991282
CF_PACS04rescan_06P0623;0.5937663975046642;0.5601535431103412;0.4403474396988273;0.48040331614805437;0.02723589248494553;0.02357404826800706;0.8717956152551972;0.8497025024153785
CF_PACS04rescan_06P0634;0.5978611139851552;0.5651905293367347;0.4461625927797981;0.49039344274112573;0.027203277044590277;0.017995074889580166;0.8940260071781372;0.8274341869809759
CF_PACS04rescan_06P0655;0.5730940983340382;0.5597838322974565;0.46934111767082526;0.49375768765670314;0.026329778023190174;0.01576844294212935;0.9044703930227465;0.7943105204431489
CF_PACS04rescan_06P0656;0.6058900638439152;0.5667618374942812;0.43075729066058355;0.4803022498665616;0.025550561496134258;0.02303176917114506;0.8914477707846177;0.8286147208754829
CF_PACS04rescan_06P0657;0.6139981504415949;0.5732762126509579;0.42661069777857785;0.4745032327960161;0.026045990413854282;0.023047835346329947;0.8812831304657135;0.8320850666730288
CF_PACS04rescan_06P0658;0.6179685344232891;0.5713402619688189;0.42706875495826435;0.4775225169874448;0.028737982272049187;0.023070726542020213;0.8925902511899835;0.8552691798599613
CF_PACS04rescan_06P0661;0.5820600509870377;0.5509305389872458;0.4606675488130277;0.4862957819560887;0.027282887228690055;0.019376782206239222;0.8958545856745749;0.8820952044498453
CF_PACS04rescan_06P0662;0.5923767860375204;0.5629844376578048;0.43975111217603596;0.47115728530419204;0.022517002728370292;0.023141076549562323;0.8964354235899673;0.852584242838445
CF_PACS04rescan_06P0665;0.616431226148023;0.5625371953985235;0.4314360258696196;0.4756030933277027;0.028584422435130444;0.024073756373561062;0.9010424486986987;0.8676399055305305
CF_PACS04rescan_06P0667;0.6293441001360199;0.5762442346430053;0.4206311976236859;0.47623231128677146;0.025141196425046395;0.025482239647572968;0.8861990393593231;0.8471086221355127
CF_PACS04rescan_06P0676;0.6316463835995086;0.5762349707662208;0.4211560193005506;0.473157105969606;0.0288789321992447;0.027408278751052187;0.872122566458504;0.8582551834504959
CF_PACS04rescan_06P0678;0.6280684032249246;0.5822534893909758;0.4430594965648994;0.48084436921408785;0.027438879777743525;0.02322477121396713;0.8430203068811352;0.7686570989041696
CF_PACS04rescan_06P0679;0.5721110489824281;0.5522249234376746;0.45613928690531064;0.4775356796150408;0.02617021117986734;0.021667212770696272;0.9179484526902447;0.9049403324568388
CF_PACS04rescan_06P0682;0.6073951224806771;0.5644535549512034;0.43759306054935915;0.4798131699595196;0.028220053253756053;0.023736683336352545;0.8846804946617258;0.8700645423637609
CF_PACS04rescan_06P0685;0.5637528448879552;0.5685627297794118;0.456496137517507;0.48419177827380955;0.022653856464460786;0.017750030432094714;0.8992156862745098;0.7911313900560224
CF_PACS04rescan_06P0687;0.6097859782064128;0.5762569049737406;0.43059603852100753;0.4808952495508258;0.02757602396671036;0.02384462950348434;0.8847359319932969;0.8249122841588349
CF_PACS04rescan_06P0688;0.5992499428934844;0.5672078467639093;0.4375303506750894;0.4702055485347865;0.025140925220044963;0.024059948822907355;0.8993069364285339;0.8533182685797487
CF_PACS04rescan_06P0689;0.5779659464127141;0.5593960065000784;0.4559520015246291;0.48769390458498746;0.027290975504523283;0.018532644192942305;0.8928957220604367;0.8374751370370612
CF_PACS04rescan_06P0692;0.6469105092356783;0.5907252778942953;0.39694616671909955;0.4530668712797619;0.025324740094397922;0.03295969879257675;0.8738757359330057;0.8482348843480345
CF_PACS04rescan_06P0696;0.6013902604127527;0.5731428580235026;0.43681599528208837;0.4687075822405501;0.027595243097793924;0.027478020922376382;0.8785942813228;0.8318579829929736
CF_PACS04rescan_06P0708;0.5815388270569305;0.5557431444747281;0.44656041648475703;0.48232949088164856;0.02551879821905249;0.02129678218953089;0.9046249945427103;0.873315256710907
CF_PACS04rescan_06P0712;0.6179447068920599;0.5759693929003631;0.42226246696206465;0.46747657536851217;0.02656839341746714;0.02886034068007198;0.88792497604881;0.8825985281573551
CF_PACS04rescan_06P0716;0.6239659926470589;0.5786669500942888;0.4191192255542438;0.4807710473484248;0.019730925801801392;0.023999819649160512;0.8754650061802738;0.8008092296050964
CF_PACS04rescan_06P0717;0.6071366627057155;0.5614570909573097;0.4410771729797684;0.4869181009852072;0.027672472164672026;0.0178625259914527;0.8756196922765848;0.8298504679880908
CF_PACS04rescan_06P0718;0.583799190046593;0.5570916710889939;0.44735240274217664;0.48045440872650325;0.027081754489496554;0.02270545458342929;0.8933314851343053;0.8667769223773096
CF_PACS04rescan_06P0719;0.5983587579068199;0.573151964797928;0.4390456595438394;0.48212306978604763;0.026124288064280708;0.020863541267395674;0.858414324722793;0.7898745879356109
CF_PACS04rescan_06P072;0.5909420496687648;0.5817181378752531;0.4529840479603178;0.4809241467393697;0.025006913269832842;0.02263596960645881;0.8636816242902104;0.7578400112245797
CF_PACS04rescan_06P073;0.544094686487581;0.5592293382154427;0.46485885191684667;0.47642147846922245;0.02709656948147273;0.02440644035586528;0.9299445700593952;0.8901687365010799
CF_PACS04rescan_06P0730;0.591149423441824;0.56593533639661;0.4340647828320853;0.46688307734667506;0.025767777654221523;0.03138795753614378;0.9152578868987058;0.9017778906122823
CF_PACS04rescan_06P0731;0.6106925612927192;0.5888172710809807;0.4380725877600297;0.47076864029996285;0.021467492839025354;0.027232768950100995;0.8472112828519688;0.7149850831166419
CF_PACS04rescan_06P0732;0.6258961242985954;0.5858872519718732;0.40744847405905915;0.4494008904860425;0.024460685381035827;0.03157334675026909;0.9061993384078557;0.8902080585430194
CF_PACS04rescan_06P0739;0.5782100505443235;0.5638157521708139;0.4411983824196475;0.4701024555307154;0.025676813120666473;0.02898121344851607;0.9262338403965785;0.8959432915370659
CF_PACS04rescan_06P0747;0.618859343723662;0.5834920298837178;0.44019732694308367;0.4757800771373262;0.02737284008079172;0.027945626600854666;0.8728111707556363;0.8126355479449799
CF_PACS04rescan_06P0752;0.6159893411348658;0.5817371845022228;0.4464745956656528;0.4841443783146155;0.025219329562653544;0.02403321397823321;0.8692366665935501;0.7807718484343317
CF_PACS04rescan_06P0754;0.6070419564328083;0.5678384351349969;0.452532950245449;0.4819061784906167;0.03081057870965912;0.022992334426314973;0.8905755626470137;0.8737783480773165
CF_PACS04rescan_06P0767;0.6408107554842176;0.585528422412296;0.44367898806551753;0.47099759471876085;0.027202334574586446;0.02916934565563672;0.8616335763828586;0.8296002742108806
CF_PACS04rescan_06P0768;0.6253266820535455;0.5782787787338017;0.4185737338813155;0.459228444529885;0.024573844327576713;0.02813314794452647;0.8930765017563337;0.8697899366855344
CF_PACS04rescan_06P0770;0.6292768003767388;0.5799812930983236;0.4226857639920937;0.46497999968419335;0.02853547031510076;0.028222154456984342;0.8885724307268755;0.8650300295000595
CF_PACS04rescan_06P0775;0.6208401299669651;0.5743864437860096;0.4344216081087957;0.479097354865982;0.02954185462905792;0.025181382356999155;0.8722787371618237;0.8148917463833918
CF_PACS04rescan_06P0811;0.5854201955893605;0.5589640509221971;0.44517513157166155;0.4749117979069346;0.030796763823204433;0.026405617133858278;0.9154325662199984;0.906577277429325
CF_PACS04rescan_06P0812;0.6056580199904807;0.567599227302475;0.439766684763208;0.479506968407901;0.027398609014308663;0.023417238710268178;0.8765567363755354;0.8492638364171823
CF_PACS04rescan_06P0817;0.6122289906048787;0.5816319267092827;0.4574733795221438;0.4984079467712977;0.029836341337695537;0.016492430794174097;0.8788352287384431;0.7727790418111277
CF_PACS04rescan_06P0820;0.6378899148091007;0.5862128740205367;0.4304078936418109;0.47305275658096896;0.027448931397759717;0.02872836280892304;0.8603671666944075;0.82854726350443
CF_PACS04rescan_06P0822;0.6090776451040291;0.5859052028537224;0.4862068609643329;0.4950994033367145;0.028441965276282965;0.022395116514834758;0.9052130819199378;0.8227855123018494
CF_PACS04rescan_06P0823;0.6125549058596207;0.5761398407308799;0.4486145749078817;0.4751803748764267;0.0272750902488738;0.02761369631319791;0.8934905311966388;0.8500174828120787
CF_PACS04rescan_06P0830;0.6014790822333347;0.5757287157042296;0.490528400452176;0.49030313777298395;0.034304081400313956;0.02429029770385559;0.8923673244856252;0.8444271378396256
CF_PACS04rescan_06P0833;0.5985341533461705;0.5696157839179659;0.4633910800525087;0.4829397298297915;0.0313828300055051;0.023978046661731898;0.9056228226112039;0.8722766931916605
CF_PACS04rescan_06P0834;0.6082933788826792;0.5746930851675192;0.43301803214434514;0.4644613691831648;0.029173019336397692;0.030553193950329724;0.9130514791714557;0.8933135914423022
CF_PACS04rescan_06P0835;0.6159122915630526;0.5872872889727011;0.4600009260506466;0.48218696250207227;0.028879217928642724;0.029179557038028086;0.9073811201370469;0.8837591115612566
CF_PACS04rescan_06P084;0.5573691723769837;0.5536428030348849;0.4542802146585301;0.4670390311260161;0.024927657924539142;0.03199197818260717;0.9478280887120186;0.9304976480852042
CF_PACS04rescan_06P085;0.543670121181961;0.5582443386836919;0.46635514378395293;0.47747550480001066;0.024046040922212866;0.028069218626213317;0.9360327637342885;0.9152621905957072
CF_PACS04rescan_06P0859;0.5762061395194361;0.5646878582846016;0.4531544305208434;0.47835534477215375;0.028330543278884183;0.025681888225251442;0.9090590271037562;0.8744753689762691
CF_PACS04rescan_06P0861;0.5546897571301056;0.554563256778667;0.47030256862753556;0.4878713282220229;0.03253357430499258;0.021910170382329543;0.9164566749603285;0.8787692051452325
CF_PACS04rescan_06P0866;0.5742616087437492;0.5686158206466312;0.44678794598795896;0.4712712121866364;0.023783598813371824;0.026535409675615212;0.9153178692303263;0.8730032451843993
CF_PACS04rescan_06P087;0.5603088643127706;0.5572030573593073;0.45172196293290046;0.47001323221049784;0.02653155702533144;0.028097550032974837;0.9436711140422078;0.9214060808982684
CF_PACS04rescan_06P0875;0.6087841813823325;0.5836823558443249;0.4360627820201319;0.4680738748119866;0.025219413371573275;0.027600517127299547;0.878994098819131;0.8140421846074858
CF_PACS04rescan_06P0881;0.5800388732734355;0.567391187054039;0.4342847785640056;0.4637125139618519;0.02384024972408721;0.027251090513970035;0.9348918698039408;0.9014489512756939
CF_PACS04rescan_06P0883;0.5637195558476269;0.5582192021802553;0.44702312880590145;0.4657045522130522;0.027609478560904215;0.02766610865007367;0.9413982190583882;0.9078142744556704
CF_PACS04rescan_06P0885;0.5509204612142552;0.5517907397033718;0.46340235125240076;0.47729278577478124;0.029846898012572357;0.025308650525980813;0.9389955827531477;0.9067072296468203
CF_PACS04rescan_06P0887;0.5687968247012767;0.5606677908573403;0.4536452507774989;0.4820728032814091;0.025734355143371253;0.021983876666109688;0.905654514267787;0.8474151997626582
CF_PACS04rescan_06P0888;0.5975298186045559;0.5736740147313381;0.433722261912078;0.4749224527434653;0.025306566626624723;0.026093599562643396;0.9085554524899623;0.8765567065613733
CF_PACS04rescan_06P0893;0.566016263972192;0.5629987177958016;0.4508013776240458;0.4724463476349509;0.026621578303912215;0.02658663950413628;0.9184864239708288;0.8811549528864504
CF_PACS04rescan_06P0895;0.5803610909214597;0.562242246278739;0.45437222069059346;0.48787024638137794;0.028682269344918413;0.018417901523682164;0.8931278703120226;0.8436129739296899
CF_PACS04rescan_06P0896;0.56477134696395;0.5539221020953612;0.4520187295981304;0.47515692132116005;0.02720069065770068;0.023066773706552933;0.9266554097996106;0.8986861641757854
CF_PACS04rescan_06P0900;0.5594536059082098;0.5532698835617603;0.4679385006079105;0.47733032575287376;0.031342839695226415;0.025096178735912845;0.927722219447184;0.9091274784042988
CF_PACS04rescan_06P0906;0.5837419352800759;0.5693047137425354;0.4437525270589699;0.48103985925253484;0.02429733219417241;0.022306269037987526;0.8961472920619246;0.8472034447701543
CF_PACS04rescan_06P0909;0.5692584650482716;0.5640580649316604;0.45592703804102186;0.48196247819189325;0.02741904199416492;0.023938771303864893;0.9094116811225412;0.8577895336907
CF_PACS04rescan_06P0911;0.5833228073069548;0.5679233848297983;0.43116843331301485;0.4649422292219013;0.02057117815778942;0.026545354559412284;0.9123263066944418;0.8769594128752012
CF_PACS04rescan_06P0912;0.559101148644598;0.548731558739536;0.45823270799725324;0.48005821565987966;0.03073069822260175;0.02580941675596633;0.9288335613228113;0.908381866252834
CF_PACS04rescan_06P0914;0.6327104238472206;0.582492979649566;0.442307824343623;0.49154774052853456;0.03140882684623201;0.022641979520509208;0.8220146989660002;0.7760300089942876
CF_PACS04rescan_06P0934;0.6207632310543657;0.5794338833401977;0.446886647961285;0.48576155786655684;0.029090676724026977;0.022402581053078664;0.834260708401977;0.7843751930601318
CF_PACS04rescan_06P0937;0.5993662413711618;0.5724619892515468;0.4516765292616674;0.489410279178124;0.025436702067430254;0.021185178258460557;0.8565310936545218;0.7661391647809731
CF_PACS04rescan_06P0940;0.616192388615503;0.568476730372586;0.4399374684979839;0.47432357710367146;0.02868900396220753;0.025517413490696958;0.8749743009868421;0.8795119384351124
CF_PACS04rescan_06P0942;0.6144107672950522;0.5679307016077091;0.43084527296786235;0.47372935271543465;0.026484863023207326;0.0253475096978888;0.87545480021304;0.8553659199943849
CF_PACS04rescan_06P0944;0.5969493435325802;0.5617391038798908;0.4467361026688861;0.47975862899304256;0.028167610456692554;0.02443747064906229;0.8720689244033815;0.8751870277549189
CF_PACS04rescan_06P0946;0.5894961905107479;0.5524367077713767;0.4482694596098309;0.48239012537959985;0.03088550083805042;0.021580992191337866;0.8817911042448195;0.8905034094207753
CF_PACS04rescan_06P0948;0.6308162654842342;0.5866164602102102;0.43920382296358856;0.473637035472973;0.029039981143252628;0.026574749187664226;0.8440504176051051;0.8311443083708708
CF_PACS04rescan_06P0956;0.6209388946567893;0.5673431021203628;0.421629774529813;0.464857474553064;0.029297530952903793;0.0301887911928332;0.8759941218546554;0.8968886438203989
CF_PACS04rescan_06P0957;0.5771597231857208;0.5549604605681967;0.45882121076407023;0.4857632031045965;0.026304632043925674;0.0197332207357706;0.8707129696885609;0.841413799294855
